"","height_data","LW","LN","P","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10"
"Height.7530",129.597468459124,1,1,1,"B","A","B","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","A"
"Height.7531",133.566494087004,1,1,1,"B","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","B","A","A"
"Height.7532",129.294568117053,1,1,1,"B","A","B","A","A","B","A","A","B","B","B","B","B","B","B","B","B","A","A","B"
"Height.7533",133.652806144554,1,1,1,"B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","B","A","A","A","A"
"Height.7534",132.11649193124,1,1,1,"B","A","B","A","A","B","A","A","A","B","A","A","B","A","A","A","A","B","B","B"
"Height.7535",136.344630664956,1,1,1,"B","A","B","A","A","B","A","A","A","A","B","B","A","A","A","A","A","A","B","A"
"Height.7536",127.954100027018,1,1,1,"B","A","B","A","A","A","B","B","B","B","B","B","B","B","A","A","A","A","B","B"
"Height.7537",131.762195335017,1,1,1,"B","A","B","A","A","A","B","B","B","A","B","B","B","B","A","B","B","A","B","B"
"Height.7538",130.204535022368,1,1,1,"B","A","B","A","A","A","B","B","A","B","B","A","A","A","B","A","A","B","B","B"
"Height.7539",132.70664726616,1,1,1,"B","A","B","A","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","B"
"Height.7540",129.912919640512,1,1,1,"B","A","B","A","A","A","B","A","B","B","A","A","A","A","A","A","A","B","B","A"
"Height.7541",135.279037915978,1,1,1,"B","A","B","A","A","A","B","A","B","A","A","A","A","B","A","A","A","A","A","B"
"Height.7542",134.034552726191,1,1,1,"B","A","B","A","A","A","B","A","A","B","B","B","A","A","A","B","A","A","A","A"
"Height.7543",136.041880760587,1,1,1,"B","A","B","A","A","A","B","A","A","A","B","A","B","B","A","A","A","B","B","B"
"Height.7544",129.650496041472,1,1,1,"B","A","B","A","A","A","A","B","B","B","B","A","B","A","A","A","B","B","B","A"
"Height.7545",131.964697794506,1,1,1,"B","A","B","A","A","A","A","B","B","A","B","B","A","A","A","A","A","B","B","B"
"Height.7546",130.976076195381,1,1,1,"B","A","B","A","A","A","A","B","A","B","A","B","A","B","A","B","B","B","A","A"
"Height.7547",133.580762625441,1,1,1,"B","A","B","A","A","A","A","B","A","A","B","B","B","B","B","B","A","B","B","A"
"Height.7548",132.715114979607,1,1,1,"B","A","B","A","A","A","A","A","B","B","B","A","A","B","A","A","A","A","B","A"
"Height.7549",135.122842784529,1,1,1,"B","A","B","A","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","A"
"Height.7550",133.214996611009,1,1,1,"B","A","B","A","A","A","A","A","A","B","A","B","B","B","A","B","A","A","A","B"
"Height.7551",137.146192357581,1,1,1,"B","A","B","A","A","A","A","A","A","A","B","B","A","A","A","A","A","B","B","B"
"Height.7552",67.7180140892934,1,1,1,"B","A","A","B","B","B","B","B","B","B","B","A","B","B","A","A","A","A","A","A"
"Height.7553",70.8701904310053,1,1,1,"B","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","B","B","B","B"
"Height.7554",69.7027090075827,1,1,1,"B","A","A","B","B","B","B","B","A","B","B","A","A","B","B","B","B","B","B","A"
"Height.7555",72.8954515787379,1,1,1,"B","A","A","B","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","A"
"Height.7556",69.768297082633,1,1,1,"B","A","A","B","B","B","B","A","B","B","A","B","A","B","B","B","B","B","A","A"
"Height.7557",73.2336232608758,1,1,1,"B","A","A","B","B","B","B","A","B","A","A","A","A","B","B","B","B","A","A","A"
"Height.7558",73.7973982578416,1,1,1,"B","A","A","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B"
"Height.7559",75.3614595932132,1,1,1,"B","A","A","B","B","B","B","A","A","A","A","B","A","A","A","B","A","A","A","A"
"Height.7560",68.8247080988911,1,1,1,"B","A","A","B","B","B","A","B","B","B","A","A","A","A","B","B","B","B","B","B"
"Height.7561",71.6846339119643,1,1,1,"B","A","A","B","B","B","A","B","B","A","B","A","B","B","A","A","A","A","A","B"
"Height.7562",71.4416392028448,1,1,1,"B","A","A","B","B","B","A","B","A","B","B","A","B","A","B","B","B","B","A","B"
"Height.7563",75.0870800361156,1,1,1,"B","A","A","B","B","B","A","B","A","A","B","B","B","B","B","B","A","B","A","A"
"Height.7564",72.5097219384678,1,1,1,"B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","A","B","B","B"
"Height.7565",75.3441758156733,1,1,1,"B","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A"
"Height.7566",73.9218532987411,1,1,1,"B","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","A","B","A","B"
"Height.7567",75.741925396378,1,1,1,"B","A","A","B","B","B","A","A","A","A","A","A","A","A","B","A","A","B","A","B"
"Height.7568",68.2493452443885,1,1,1,"B","A","A","B","B","A","B","B","B","B","A","A","A","A","B","B","B","A","B","A"
"Height.7569",72.8807902842762,1,1,1,"B","A","A","B","B","A","B","B","B","A","A","B","A","B","A","A","B","B","A","A"
"Height.7570",71.718773697426,1,1,1,"B","A","A","B","B","A","B","B","A","B","A","A","B","A","B","B","A","A","B","B"
"Height.7571",75.7983800231477,1,1,1,"B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","A","A","A","A","A"
"Height.7572",71.8765692904742,1,1,1,"B","A","A","B","B","A","B","A","B","B","A","B","A","A","A","B","A","A","A","A"
"Height.7573",74.1429115444465,1,1,1,"B","A","A","B","B","A","B","A","B","A","A","B","B","A","A","B","B","B","A","A"
"Height.7574",73.6189084570996,1,1,1,"B","A","A","B","B","A","B","A","A","B","A","B","B","A","A","A","A","A","B","B"
"Height.7575",77.2907765169409,1,1,1,"B","A","A","B","B","A","B","A","A","A","A","B","B","A","A","B","B","B","A","A"
"Height.7576",70.3799836372372,1,1,1,"B","A","A","B","B","A","A","B","B","B","A","A","B","A","B","B","A","A","B","B"
"Height.7577",73.6172440300788,1,1,1,"B","A","A","B","B","A","A","B","B","A","B","B","B","A","B","B","B","B","B","A"
"Height.7578",72.7037171330883,1,1,1,"B","A","A","B","B","A","A","B","A","B","B","B","B","B","B","A","B","B","A","B"
"Height.7579",74.1885363235135,1,1,1,"B","A","A","B","B","A","A","B","A","A","A","A","A","B","A","B","A","A","B","A"
"Height.7580",72.8167899971734,1,1,1,"B","A","A","B","B","A","A","A","B","B","B","A","B","B","A","B","A","B","A","B"
"Height.7581",76.1236036216705,1,1,1,"B","A","A","B","B","A","A","A","B","A","B","A","A","A","B","A","A","B","B","A"
"Height.7582",74.9186458431719,1,1,1,"B","A","A","B","B","A","A","A","A","B","A","A","B","B","B","B","B","B","A","B"
"Height.7583",77.7143120111799,1,1,1,"B","A","A","B","B","A","A","A","A","A","A","A","B","B","A","A","A","A","B","B"
"Height.7584",69.1661630416339,1,1,1,"B","A","A","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","B","B"
"Height.7585",73.6265105429447,1,1,1,"B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","A","A","B","A"
"Height.7586",73.3972155000634,1,1,1,"B","A","A","B","A","B","B","B","A","B","A","B","B","A","A","A","A","B","B","A"
"Height.7587",73.679219276557,1,1,1,"B","A","A","B","A","B","B","B","A","A","A","B","B","A","B","B","A","B","A","A"
"Height.7588",73.480026930297,1,1,1,"B","A","A","B","A","B","B","A","B","B","B","B","B","B","B","A","B","A","B","B"
"Height.7589",76.2669899194907,1,1,1,"B","A","A","B","A","B","B","A","B","A","A","A","B","B","A","B","B","B","B","A"
"Height.7590",76.2491516269682,1,1,1,"B","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","A","B"
"Height.7591",78.1530430571285,1,1,1,"B","A","A","B","A","B","B","A","A","A","B","B","A","B","B","A","A","B","B","A"
"Height.7592",70.1008957136879,1,1,1,"B","A","A","B","A","B","A","B","B","B","B","B","B","A","A","B","A","A","A","B"
"Height.7593",76.3946258597146,1,1,1,"B","A","A","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B"
"Height.7594",74.9700519108916,1,1,1,"B","A","A","B","A","B","A","B","A","B","A","B","B","A","A","A","B","B","A","B"
"Height.7595",76.6011629262693,1,1,1,"B","A","A","B","A","B","A","B","A","A","B","B","B","B","B","B","A","B","B","B"
"Height.7596",73.1321095332733,1,1,1,"B","A","A","B","A","B","A","A","B","B","A","A","B","B","B","A","B","A","B","B"
"Height.7597",77.0355093710938,1,1,1,"B","A","A","B","A","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.7598",75.7795490548827,1,1,1,"B","A","A","B","A","B","A","A","A","B","B","A","B","B","A","B","A","B","B","A"
"Height.7599",78.345807818278,1,1,1,"B","A","A","B","A","B","A","A","A","A","B","B","B","A","B","A","A","A","A","B"
"Height.7600",72.3130374814585,1,1,1,"B","A","A","B","A","A","B","B","B","B","B","B","B","B","A","B","A","A","A","B"
"Height.7601",74.8611240474122,1,1,1,"B","A","A","B","A","A","B","B","B","A","A","B","A","B","A","A","B","B","A","A"
"Height.7602",72.4879997937452,1,1,1,"B","A","A","B","A","A","B","B","A","B","A","A","A","B","A","B","B","B","B","B"
"Height.7603",76.3737383129268,1,1,1,"B","A","A","B","A","A","B","B","A","A","A","B","A","B","A","A","A","B","A","A"
"Height.7604",74.7972836946555,1,1,1,"B","A","A","B","A","A","B","A","B","B","B","B","A","A","A","B","A","B","B","B"
"Height.7605",76.983919661912,1,1,1,"B","A","A","B","A","A","B","A","B","A","A","A","B","A","A","B","B","A","A","A"
"Height.7606",77.1155974034913,1,1,1,"B","A","A","B","A","A","B","A","A","B","A","B","A","B","B","A","B","A","A","A"
"Height.7607",79.9754003719305,1,1,1,"B","A","A","B","A","A","B","A","A","A","A","A","A","B","B","B","B","A","B","A"
"Height.7608",72.995902322088,1,1,1,"B","A","A","B","A","A","A","B","B","B","A","A","A","A","B","A","A","B","A","A"
"Height.7609",75.3712803156469,1,1,1,"B","A","A","B","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","B"
"Height.7610",74.4555407460198,1,1,1,"B","A","A","B","A","A","A","B","A","B","A","B","B","A","B","B","A","B","A","B"
"Height.7611",76.7979621092439,1,1,1,"B","A","A","B","A","A","A","B","A","A","A","A","A","B","A","A","A","B","A","A"
"Height.7612",75.2670411724068,1,1,1,"B","A","A","B","A","A","A","A","B","B","A","A","B","A","A","B","B","A","A","A"
"Height.7613",77.3605490311239,1,1,1,"B","A","A","B","A","A","A","A","B","A","B","B","B","B","B","B","A","B","A","A"
"Height.7614",77.7683317514454,1,1,1,"B","A","A","B","A","A","A","A","A","B","A","A","B","B","A","B","B","A","B","B"
"Height.7615",80.7481089629535,1,1,1,"B","A","A","B","A","A","A","A","A","A","B","A","B","A","B","A","A","A","B","A"
"Height.7616",128.134801839877,1,1,1,"B","A","A","A","B","B","B","B","B","B","A","A","A","B","B","A","B","B","A","A"
"Height.7617",130.877613973852,1,1,1,"B","A","A","A","B","B","B","B","B","A","A","B","A","A","B","A","B","A","B","B"
"Height.7618",129.011802322507,1,1,1,"B","A","A","A","B","B","B","B","A","B","B","A","B","B","A","A","A","A","B","B"
"Height.7619",134.046410056523,1,1,1,"B","A","A","A","B","B","B","B","A","A","A","B","A","A","B","B","A","A","A","A"
"Height.7620",129.944465859563,1,1,1,"B","A","A","A","B","B","B","A","B","B","B","B","B","B","B","A","A","A","A","B"
"Height.7621",133.214302939872,1,1,1,"B","A","A","A","B","B","B","A","B","A","B","A","A","A","B","B","B","A","A","A"
"Height.7622",131.9962186695,1,1,1,"B","A","A","A","B","B","B","A","A","B","A","B","B","A","A","A","B","B","B","B"
"Height.7623",135.40634698316,1,1,1,"B","A","A","A","B","B","B","A","A","A","A","B","B","B","B","A","B","A","A","B"
"Height.7624",129.467598188586,1,1,1,"B","A","A","A","B","B","A","B","B","B","B","B","A","A","B","A","A","B","A","A"
"Height.7625",131.037025085233,1,1,1,"B","A","A","A","B","B","A","B","B","A","A","B","B","A","A","A","B","B","B","A"
"Height.7626",130.977034717497,1,1,1,"B","A","A","A","B","B","A","B","A","B","A","A","A","A","A","B","B","A","A","B"
"Height.7627",134.554373221965,1,1,1,"B","A","A","A","B","B","A","B","A","A","A","A","A","A","A","B","A","B","B","B"
"Height.7628",131.595032181551,1,1,1,"B","A","A","A","B","B","A","A","B","B","B","A","B","A","A","A","A","B","B","B"
"Height.7629",135.051157895543,1,1,1,"B","A","A","A","B","B","A","A","B","A","A","B","B","B","A","A","A","A","B","A"
"Height.7630",132.487441400404,1,1,1,"B","A","A","A","B","B","A","A","A","B","A","B","B","A","B","B","A","B","A","B"
"Height.7631",137.653065692109,1,1,1,"B","A","A","A","B","B","A","A","A","A","A","A","A","B","B","A","B","B","A","A"
"Height.7632",128.906748292183,1,1,1,"B","A","A","A","B","A","B","B","B","B","A","B","B","B","B","B","A","A","B","A"
"Height.7633",133.38079077111,1,1,1,"B","A","A","A","B","A","B","B","B","A","B","A","A","A","B","B","B","A","A","A"
"Height.7634",132.456621698878,1,1,1,"B","A","A","A","B","A","B","B","A","B","A","A","B","B","B","A","A","A","A","B"
"Height.7635",134.215875613989,1,1,1,"B","A","A","A","B","A","B","B","A","A","B","A","B","B","A","B","A","A","A","A"
"Height.7636",132.363548546131,1,1,1,"B","A","A","A","B","A","B","A","B","B","B","B","A","A","B","A","A","B","B","B"
"Height.7637",135.773388310036,1,1,1,"B","A","A","A","B","A","B","A","B","A","A","A","B","B","A","B","B","B","A","B"
"Height.7638",134.780793638034,1,1,1,"B","A","A","A","B","A","B","A","A","B","B","B","A","A","B","A","B","A","B","A"
"Height.7639",136.355225234322,1,1,1,"B","A","A","A","B","A","B","A","A","A","A","B","A","B","A","B","B","B","A","B"
"Height.7640",129.4068942954,1,1,1,"B","A","A","A","B","A","A","B","B","B","A","A","B","B","B","A","B","B","A","A"
"Height.7641",132.936341944296,1,1,1,"B","A","A","A","B","A","A","B","B","A","B","B","B","A","B","A","A","A","B","A"
"Height.7642",131.767256872233,1,1,1,"B","A","A","A","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A"
"Height.7643",134.813803993647,1,1,1,"B","A","A","A","B","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A"
"Height.7644",133.028491094551,1,1,1,"B","A","A","A","B","A","A","A","B","B","B","B","A","A","B","A","B","A","B","B"
"Height.7645",135.379523627803,1,1,1,"B","A","A","A","B","A","A","A","B","A","A","B","B","A","A","B","B","A","A","B"
"Height.7646",135.300431934425,1,1,1,"B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","B","A","A"
"Height.7647",137.900397811821,1,1,1,"B","A","A","A","B","A","A","A","A","A","B","A","A","B","A","A","B","A","B","A"
"Height.7648",130.536218842768,1,1,1,"B","A","A","A","A","B","B","B","B","B","B","B","B","B","A","B","A","A","A","B"
"Height.7649",133.626811379252,1,1,1,"B","A","A","A","A","B","B","B","B","A","B","B","B","A","B","B","B","B","A","A"
"Height.7650",131.849728933591,1,1,1,"B","A","A","A","A","B","B","B","A","B","A","A","A","A","B","A","B","A","A","A"
"Height.7651",136.083549758629,1,1,1,"B","A","A","A","A","B","B","B","A","A","B","B","A","B","B","A","A","B","B","B"
"Height.7652",133.981508257332,1,1,1,"B","A","A","A","A","B","B","A","B","B","B","A","B","A","B","B","B","A","A","A"
"Height.7653",136.823150336392,1,1,1,"B","A","A","A","A","B","B","A","B","A","A","B","A","B","B","B","A","A","A","A"
"Height.7654",135.311535416168,1,1,1,"B","A","A","A","A","B","B","A","A","B","B","A","B","B","B","A","B","A","B","B"
"Height.7655",137.684661398801,1,1,1,"B","A","A","A","A","B","B","A","A","A","B","B","A","A","A","B","A","B","A","B"
"Height.7656",130.754909549811,1,1,1,"B","A","A","A","A","B","A","B","B","B","A","B","A","B","B","B","B","A","A","B"
"Height.7657",135.254997448063,1,1,1,"B","A","A","A","A","B","A","B","B","A","A","A","A","B","B","B","A","A","A","B"
"Height.7658",133.623476744715,1,1,1,"B","A","A","A","A","B","A","B","A","B","A","A","B","A","B","B","B","A","A","A"
"Height.7659",136.53452296004,1,1,1,"B","A","A","A","A","B","A","B","A","A","A","B","B","A","B","B","B","A","B","A"
"Height.7660",134.410483796518,1,1,1,"B","A","A","A","A","B","A","A","B","B","B","A","B","A","A","B","A","A","B","A"
"Height.7661",136.487599202756,1,1,1,"B","A","A","A","A","B","A","A","B","A","A","A","B","A","B","B","B","A","A","A"
"Height.7662",135.427738024953,1,1,1,"B","A","A","A","A","B","A","A","A","B","B","B","B","B","B","A","A","A","B","A"
"Height.7663",140.05535899753,1,1,1,"B","A","A","A","A","B","A","A","A","A","B","B","A","B","A","A","A","B","A","B"
"Height.7664",132.266900636373,1,1,1,"B","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","A","A","B","B"
"Height.7665",135.945435307304,1,1,1,"B","A","A","A","A","A","B","B","B","A","B","A","B","A","B","B","A","B","A","B"
"Height.7666",134.038577091832,1,1,1,"B","A","A","A","A","A","B","B","A","B","A","A","B","A","B","B","B","A","A","B"
"Height.7667",136.597275429358,1,1,1,"B","A","A","A","A","A","B","B","A","A","B","B","A","A","A","B","B","A","A","A"
"Height.7668",135.063993734465,1,1,1,"B","A","A","A","A","A","B","A","B","B","A","B","A","B","B","B","A","B","B","B"
"Height.7669",137.516203594763,1,1,1,"B","A","A","A","A","A","B","A","B","A","A","A","A","A","A","B","A","B","B","B"
"Height.7670",137.155512314302,1,1,1,"B","A","A","A","A","A","B","A","A","B","A","A","B","A","A","B","A","B","B","B"
"Height.7671",139.76311882449,1,1,1,"B","A","A","A","A","A","B","A","A","A","B","B","A","B","B","B","A","B","B","A"
"Height.7672",132.623114504516,1,1,1,"B","A","A","A","A","A","A","B","B","B","A","B","A","B","B","B","B","B","B","B"
"Height.7673",135.451345877206,1,1,1,"B","A","A","A","A","A","A","B","B","A","B","B","B","B","B","B","A","A","B","B"
"Height.7674",133.80762361936,1,1,1,"B","A","A","A","A","A","A","B","A","B","B","A","A","A","B","A","A","B","A","A"
"Height.7675",138.79515781097,1,1,1,"B","A","A","A","A","A","A","B","A","A","A","B","B","A","B","A","B","B","A","B"
"Height.7676",136.269212052777,1,1,1,"B","A","A","A","A","A","A","A","B","B","B","A","A","B","A","A","B","A","A","B"
"Height.7677",138.20579494554,1,1,1,"B","A","A","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","A","B"
"Height.7678",137.517021601938,1,1,1,"B","A","A","A","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","A"
"Height.7679",139.845905929098,1,1,1,"B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","B","B","A"
"Height.7680",65.2727338159077,1,1,1,"A","B","B","B","B","B","B","B","B","B","A","B","A","B","B","A","B","B","A","A"
"Height.7681",68.8236938285629,1,1,1,"A","B","B","B","B","B","B","B","B","A","B","B","B","A","B","A","B","A","A","B"
"Height.7682",66.3976357872869,1,1,1,"A","B","B","B","B","B","B","B","A","B","B","A","A","A","A","A","A","A","B","B"
"Height.7683",69.9992716610371,1,1,1,"A","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","B","B","A","A"
"Height.7684",67.3878083027481,1,1,1,"A","B","B","B","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A"
"Height.7685",70.7224733489815,1,1,1,"A","B","B","B","B","B","B","A","B","A","B","A","B","B","A","A","B","A","B","A"
"Height.7686",69.1919022939555,1,1,1,"A","B","B","B","B","B","B","A","A","B","B","A","A","A","A","A","B","A","B","B"
"Height.7687",72.1734753338915,1,1,1,"A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","A","B","B","B"
"Height.7688",65.2315343202746,1,1,1,"A","B","B","B","B","B","A","B","B","B","B","B","A","B","B","B","B","A","A","B"
"Height.7689",69.4351357747532,1,1,1,"A","B","B","B","B","B","A","B","B","A","A","A","B","A","A","A","B","B","B","B"
"Height.7690",67.4870415080825,1,1,1,"A","B","B","B","B","B","A","B","A","B","B","A","B","B","B","B","B","A","A","A"
"Height.7691",71.1911342216699,1,1,1,"A","B","B","B","B","B","A","B","A","A","A","B","A","A","A","B","A","A","A","A"
"Height.7692",67.1078143215256,1,1,1,"A","B","B","B","B","B","A","A","B","B","B","A","B","A","A","A","B","A","A","A"
"Height.7693",71.7212457498219,1,1,1,"A","B","B","B","B","B","A","A","B","A","B","A","A","A","B","B","A","B","A","B"
